Timestamp,ID,Event name,Data
1645344930320,109,video_state,
1645344951715,109,lost_focus,1
1645344953746,109,video_state,
1645344953746,109,video_state,video_seek
1645344955204,109,video_state,video_play
1645344956794,109,lost_focus,2
1645344961949,109,gained_focus,1
1645344963052,109,gained_focus,0
1645344964193,109,lost_focus,1
1645344969290,109,lost_focus,2
1645344974332,109,lost_focus,3
1645344979411,109,lost_focus,4
1645344984433,109,gained_focus,3
1645344985571,109,gained_focus,2
1645344986669,109,lost_focus,3
1645344991793,109,lost_focus,4
1645344996815,109,gained_focus,3
1645344997936,109,gained_focus,2
1645344999070,109,lost_focus,3
1645345004153,109,gained_focus,2
1645345005155,109,lost_focus,3
1645345010179,109,gained_focus,2
1645345011294,109,gained_focus,1
1645345012413,109,lost_focus,2
1645345017438,109,lost_focus,3
1645345022537,109,gained_focus,2
1645345023656,109,lost_focus,3
1645345028670,109,lost_focus,4
1645345033793,109,gained_focus,3
1645345034912,109,gained_focus,2
1645345036031,109,gained_focus,1
1645345037150,109,gained_focus,0
1645345038152,109,lost_focus,1
1645345043288,109,gained_focus,0
1645345044292,109,lost_focus,1
1645345049388,109,gained_focus,0
1645345055532,109,lost_focus,1
1645345058720,109,button_pressed,1
1645345058755,109,video_state,video_paused
1645345060554,109,lost_focus,2
1645345062019,109,maze_game,
1645345065652,109,gained_focus,1
1645345066769,109,gained_focus,0
1645345072915,109,lost_focus,1
1645345078056,109,lost_focus,2
1645345083131,109,lost_focus,3
1645345088151,109,lost_focus,4
1645345093174,109,gained_focus,3
1645345094293,109,lost_focus,4
1645345099393,109,gained_focus,3
1645345100402,109,gained_focus,2
1645345101412,109,gained_focus,1
1645345102533,109,gained_focus,0
1645345103538,109,lost_focus,1
1645345108633,109,gained_focus,0
1645345114770,109,lost_focus,1
1645345119793,109,gained_focus,0
1645345131136,109,lost_focus,1
1645345136154,109,gained_focus,0
1645345147398,109,lost_focus,1
1645345152416,109,gained_focus,0
1645345158656,109,lost_focus,1
1645345163656,109,lost_focus,2
1645345168772,109,lost_focus,3
1645345173797,109,lost_focus,4
1645345178937,109,gained_focus,3
1645345180014,109,lost_focus,4
1645345180202,109,video_state,video_play
1645345185029,109,gained_focus,3
1645345186153,109,gained_focus,2
1645345187273,109,lost_focus,3
1645345192398,109,gained_focus,2
1645345193514,109,gained_focus,1
1645345194629,109,gained_focus,0
1645345200632,109,lost_focus,1
1645345205675,109,gained_focus,0
1645345227035,109,lost_focus,1
1645345232155,109,gained_focus,0
1645345238272,109,lost_focus,1
1645345243396,109,lost_focus,2
1645345248493,109,gained_focus,1
1645345249533,109,gained_focus,0
1645345255754,109,lost_focus,1
1645345260771,109,lost_focus,2
1645345265892,109,gained_focus,1
1645345267017,109,gained_focus,0
1645345268135,109,lost_focus,1
1645345273153,109,lost_focus,2
1645345278257,109,gained_focus,1
1645345279391,109,gained_focus,0
1645345280515,109,lost_focus,1
1645345285612,109,lost_focus,2
1645345290458,109,video_state,
1645345290502,109,video_state,
1645345290504,109,video_state,
1645345290636,109,lost_focus,3
1645345295732,109,lost_focus,4
1645345300752,109,gained_focus,3
1645345301875,109,gained_focus,2
1645345303014,109,gained_focus,1
1645345304133,109,gained_focus,0
1645345310271,109,lost_focus,1
1645345315371,109,lost_focus,2
1645345320390,109,lost_focus,3
1645345325489,109,lost_focus,4
1645345330515,109,gained_focus,3
1645345331656,109,lost_focus,4
1645345336757,109,gained_focus,3
1645345337887,109,lost_focus,4
1645345342912,109,gained_focus,3
1645345344032,109,lost_focus,4
1645345349113,109,gained_focus,3
1645345350116,109,lost_focus,4
1645345355259,109,gained_focus,3
1645345356394,109,lost_focus,4
1645345361494,109,gained_focus,3
1645345362617,109,lost_focus,4
1645345367670,109,gained_focus,3
1645345368756,109,lost_focus,4
1645345373874,109,gained_focus,3
1645345374991,109,gained_focus,2
1645345376113,109,gained_focus,1
1645345377115,109,lost_focus,2
1645345382248,109,lost_focus,3
1645345387376,109,lost_focus,4
1645345392395,109,gained_focus,3
1645345393516,109,lost_focus,4
1645345398611,109,gained_focus,3
1645345399733,109,lost_focus,4
1645345404755,109,gained_focus,3
1645345405756,109,lost_focus,4
1645345410853,109,gained_focus,3
1645345411872,109,lost_focus,4
1645345416995,109,gained_focus,3
1645345418116,109,lost_focus,4
1645345423132,109,gained_focus,3
1645345424255,109,lost_focus,4
1645345429354,109,gained_focus,3
1645345430357,109,lost_focus,4
1645345435372,109,gained_focus,3
1645345436494,109,gained_focus,2
1645345437622,109,gained_focus,1
1645345438761,109,lost_focus,2
1645345443772,109,lost_focus,3
1645345448865,109,lost_focus,4
1645345453874,109,gained_focus,3
1645345454995,109,lost_focus,4
1645345460117,109,gained_focus,3
1645345461235,109,lost_focus,4
1645345466281,109,gained_focus,3
1645345467376,109,lost_focus,4
1645345472497,109,gained_focus,3
1645345473648,109,lost_focus,4
1645345478714,109,gained_focus,3
1645345479750,109,lost_focus,4
1645345484853,109,gained_focus,3
1645345485996,109,lost_focus,4
1645345491009,109,gained_focus,3
1645345492116,109,gained_focus,2
1645345492952,109,user_submit,1
1645345493230,109,video_state,
1645345493230,109,video_state,
1645345493250,109,lost_focus,3
1645345498361,109,gained_focus,2
1645345499475,109,gained_focus,1
1645345500480,109,lost_focus,2
1645345505614,109,lost_focus,3
1645345510732,109,gained_focus,2
1645345511885,109,gained_focus,1
1645345512994,109,gained_focus,0
1645345519124,109,lost_focus,1
1645345524237,109,gained_focus,0
1645345530374,109,lost_focus,1
1645345535473,109,gained_focus,0
1645345541616,109,lost_focus,1
1645345546740,109,lost_focus,2
1645345550517,109,video_state,
1645345550517,109,video_state,video_seek
1645345551832,109,gained_focus,1
1645345552414,109,video_state,video_play
1645345552869,109,lost_focus,2
1645345557972,109,gained_focus,1
1645345559091,109,gained_focus,0
1645345565236,109,lost_focus,1
1645345570355,109,lost_focus,2
1645345575355,109,lost_focus,3
1645345580474,109,lost_focus,4
1645345585444,109,button_pressed,4
1645345585461,109,video_state,video_paused
1645345585492,109,gained_focus,3
1645345586612,109,lost_focus,4
1645345591714,109,gained_focus,3
1645345592659,109,go_back,33.116517
1645345592686,109,video_state,video_seek
1645345592864,109,lost_focus,4
1645345592959,109,video_state,video_play
1645345597957,109,gained_focus,3
1645345598996,109,gained_focus,2
1645345600117,109,gained_focus,1
1645345601235,109,gained_focus,0
1645345602352,109,lost_focus,1
1645345607474,109,gained_focus,0
1645345618711,109,lost_focus,1
1645345623736,109,gained_focus,0
1645345629975,109,lost_focus,1
1645345634978,109,gained_focus,0
1645345641212,109,lost_focus,1
1645345646241,109,lost_focus,2
1645345651335,109,gained_focus,1
1645345652454,109,lost_focus,2
1645345657490,109,lost_focus,3
1645345662598,109,lost_focus,4
1645345667695,109,gained_focus,3
1645345668736,109,lost_focus,4
1645345672260,109,button_pressed,4
1645345672270,109,video_state,video_paused
1645345673852,109,gained_focus,3
1645345674959,109,lost_focus,4
1645345675164,109,breath_circle,
1645345679972,109,gained_focus,3
1645345681092,109,gained_focus,2
