Timestamp,channel 1,channel 2,channel 3,channel 4
1645351917.927,22.94921875,-529.78515625,18.06640625,31.25
5
1645351917.927,62.01171875,-438.96484375,21.484375,69.82421875
1645351917.927,23.92578125,-376.46484375,21.97265625,47.8515625
1645351917.927,-68.359375,-323.73046875,21.97265625,-12.20703125
1645351917.927,-125.9765625,-740.72265625,19.04296875,-57.12890625
1645351917.927,3.41796875,-805.6640625,17.08984375,12.20703125
1645351917.927,70.80078125,-292.96875,20.01953125,65.4296875
1645351917.986,40.52734375,-203.61328125,21.97265625,57.12890625
1645351917.986,-57.6171875,-316.40625,23.92578125,4.8828125
1645351917.986,-127.9296875,-474.12109375,24.4140625,-46.38671875
1645351917.986,5.859375,-459.47265625,25.390625,15.625
1645351917.986,83.0078125,-260.25390625,25.390625,74.70703125
1645351917.986,40.52734375,-350.5859375,22.94921875,67.87109375
1645351917.986,-48.33984375,-502.44140625,20.99609375,23.4375
1645351917.986,-131.8359375,-659.66796875,21.484375,-48.33984375
1645351917.986,-25.87890625,-830.56640625,22.4609375,-3.90625
1645351917.986,71.2890625,-504.39453125,26.85546875,71.77734375
1645351917.986,-19.53125,-181.640625,29.78515625,28.80859375
1645351917.986,54.19921875,-190.4296875,30.2734375,71.2890625
1645351918.027,-116.69921875,-436.03515625,29.78515625,-43.45703125
1645351918.027,-34.1796875,-465.8203125,29.296875,-4.39453125
1645351918.027,71.2890625,-179.19921875,28.3203125,70.80078125
1645351918.027,52.734375,-234.86328125,26.3671875,70.3125
1645351918.027,-18.06640625,-309.08203125,25.87890625,32.2265625
1645351918.027,-123.046875,-598.14453125,25.87890625,-46.875
1645351918.027,68.84765625,-393.5546875,30.2734375,53.7109375
1645351918.027,57.6171875,-346.19140625,32.2265625,72.265625
1645351918.027,-59.5703125,-733.3984375,27.34375,-31.25
1645351918.027,-1.46484375,-359.375,33.69140625,44.921875
1645351918.027,-80.078125,-871.58203125,26.85546875,-17.578125
1645351918.027,-106.4453125,-543.45703125,31.25,-22.4609375
1645351918.087,56.640625,-649.4140625,31.25,56.15234375
1645351918.087,61.5234375,-299.31640625,33.69140625,75.68359375
1645351918.087,0.48828125,-332.51953125,30.76171875,62.98828125
1645351918.087,-102.5390625,-628.90625,31.25,-15.13671875
1645351918.087,-91.796875,-788.57421875,28.3203125,-40.52734375
1645351918.087,39.0625,-677.734375,24.90234375,46.38671875
1645351918.087,45.8984375,-663.57421875,25.390625,79.58984375
1645351918.087,-0.48828125,-582.51953125,21.97265625,58.10546875
1645351918.087,-92.28515625,-600.5859375,20.99609375,-10.25390625
1645351918.087,-107.91015625,-905.76171875,21.484375,-40.0390625
1645351918.087,37.59765625,-841.796875,19.53125,34.1796875
1645351918.087,79.1015625,-492.67578125,23.4375,71.77734375
1645351918.108,48.828125,-299.8046875,27.34375,62.98828125
1645351918.108,-44.921875,-347.65625,26.3671875,4.39453125
1645351918.108,-89.35546875,-642.578125,27.34375,-42.96875
1645351918.108,47.36328125,-479.00390625,28.80859375,37.109375
1645351918.108,90.8203125,-224.12109375,27.34375,88.37890625
1645351918.108,-40.52734375,-452.1484375,27.34375,15.13671875
1645351918.108,48.33984375,-329.58984375,28.3203125,71.2890625
1645351918.108,-111.81640625,-674.8046875,23.4375,-57.6171875
1645351918.108,15.13671875,-497.0703125,18.5546875,0.9765625
1645351918.108,88.8671875,-180.17578125,17.08984375,62.01171875
1645351918.108,-31.73828125,-156.73828125,19.53125,3.90625
1645351918.108,49.31640625,-182.6171875,20.01953125,54.6875
1645351918.186,-8.7890625,-657.2265625,20.99609375,-19.04296875
1645351918.186,-120.60546875,-558.10546875,20.01953125,-78.125
1645351918.186,83.984375,-192.87109375,20.01953125,58.59375
1645351918.186,53.22265625,-130.859375,21.484375,47.36328125
1645351918.186,-129.39453125,-609.375,18.06640625,-73.73046875
1645351918.186,-21.97265625,-242.1875,23.4375,0.48828125
1645351918.186,-47.8515625,-929.19921875,15.625,-40.0390625
1645351918.186,68.359375,-512.6953125,16.6015625,39.55078125
1645351918.186,-22.94921875,-149.4140625,23.4375,12.6953125
1645351918.186,49.8046875,-154.78515625,19.53125,51.26953125
1645351918.186,-124.51171875,-400.87890625,28.80859375,-58.10546875
1645351918.186,-56.640625,-512.6953125,32.71484375,-28.80859375
1645351918.207,72.75390625,-251.46484375,32.2265625,54.19921875
1645351918.207,-108.3984375,-580.56640625,35.64453125,-38.0859375
1645351918.207,62.01171875,-221.6796875,32.2265625,73.73046875
1645351918.207,-1.953125,-281.25,34.1796875,39.0625
1645351918.207,46.875,-479.4921875,26.85546875,49.31640625
1645351918.207,-76.66015625,-684.5703125,31.25,-27.34375
1645351918.207,41.015625,-492.1875,26.85546875,65.91796875
1645351918.207,-8.7890625,-366.69921875,28.80859375,32.2265625
1645351918.207,-117.1875,-446.77734375,28.3203125,-45.8984375
1645351918.207,-102.5390625,-685.546875,27.34375,-48.33984375
1645351918.207,48.33984375,-472.16796875,28.80859375,42.48046875
1645351918.207,66.40625,-249.51171875,31.73828125,76.171875
1645351918.265,-81.0546875,-346.6796875,32.2265625,-22.94921875
1645351918.265,22.94921875,-209.47265625,33.203125,48.33984375
