Timestamp,channel 1,channel 2,channel 3,channel 4
1645352802.071,33.203125,174.8046875,40.52734375,34.1796875
1645352802.131,26.85546875,-264.16015625,38.0859375,22.4609375
1645352802.131,30.76171875,-242.1875,27.83203125,27.83203125
1645352802.131,34.66796875,316.40625,25.87890625,35.15625
1645352802.131,37.59765625,271.484375,25.87890625,33.203125
1645352802.131,29.296875,51.7578125,26.85546875,40.0390625
1645352802.131,34.66796875,-405.76171875,30.76171875,42.96875
1645352802.131,41.50390625,-735.83984375,34.1796875,38.57421875
1645352802.131,40.52734375,-174.8046875,30.76171875,31.25
1645352802.131,32.71484375,295.8984375,29.296875,34.66796875
1645352802.131,23.4375,14.6484375,29.296875,29.78515625
1645352802.131,22.4609375,-483.88671875,20.99609375,19.04296875
1645352802.131,37.59765625,-580.56640625,18.5546875,19.53125
1645352802.171,48.33984375,0.9765625,17.578125,15.13671875
1645352802.171,38.57421875,347.16796875,19.04296875,24.90234375
1645352802.171,34.1796875,176.26953125,34.1796875,31.73828125
1645352802.171,40.0390625,-216.30859375,45.8984375,23.92578125
1645352802.171,33.203125,-439.453125,46.38671875,20.01953125
1645352802.171,37.109375,-183.10546875,43.45703125,24.4140625
1645352802.171,42.48046875,22.94921875,41.015625,31.25
1645352802.171,36.62109375,-77.1484375,39.55078125,37.109375
1645352802.171,26.85546875,-706.54296875,35.64453125,16.11328125
1645352802.171,30.2734375,-191.40625,40.0390625,39.55078125
1645352802.171,37.109375,-592.7734375,35.15625,7.8125
1645352802.171,28.3203125,73.2421875,30.2734375,14.6484375
1645352802.212,15.13671875,41.015625,24.4140625,18.5546875
1645352802.212,18.5546875,-95.703125,28.80859375,33.203125
1645352802.212,32.2265625,-196.2890625,35.64453125,14.6484375
1645352802.212,22.94921875,-421.875,35.15625,25.87890625
1645352802.212,40.52734375,292.48046875,34.66796875,22.4609375
1645352802.212,24.4140625,-246.58203125,28.3203125,35.64453125
1645352802.212,37.59765625,35.15625,28.80859375,28.3203125
1645352802.212,25.87890625,-604.98046875,33.69140625,36.1328125
1645352802.212,42.96875,88.37890625,27.34375,28.80859375
1645352802.212,41.50390625,-661.1328125,26.85546875,26.3671875
1645352802.212,34.1796875,263.671875,31.25,29.296875
1645352802.212,37.109375,-29.296875,29.78515625,33.69140625
1645352802.272,31.25,-275.87890625,29.296875,23.4375
1645352802.272,26.3671875,-297.8515625,29.78515625,14.16015625
1645352802.272,42.48046875,12.20703125,29.296875,26.3671875
1645352802.272,40.0390625,266.6015625,29.78515625,40.52734375
1645352802.272,34.1796875,86.9140625,33.69140625,37.59765625
1645352802.272,32.71484375,-469.23828125,39.0625,23.4375
1645352802.272,40.52734375,-916.50390625,46.38671875,35.15625
1645352802.272,71.77734375,-343.26171875,43.9453125,59.5703125
1645352802.272,53.22265625,199.21875,31.25,43.45703125
1645352802.272,13.671875,74.21875,29.296875,11.71875
1645352802.272,18.06640625,-290.0390625,30.2734375,8.30078125
1645352802.272,32.2265625,-416.9921875,23.92578125,20.99609375
1645352802.311,43.9453125,128.41796875,17.08984375,28.80859375
1645352802.311,45.41015625,328.125,28.3203125,23.4375
1645352802.311,41.9921875,172.36328125,33.203125,28.3203125
1645352802.311,31.25,-249.0234375,24.90234375,26.85546875
1645352802.311,29.78515625,-479.4921875,27.34375,24.4140625
1645352802.311,43.9453125,-119.62890625,23.4375,31.73828125
1645352802.311,41.9921875,18.5546875,16.11328125,30.76171875
1645352802.311,35.15625,8.7890625,19.53125,33.203125
1645352802.311,43.9453125,-149.4140625,24.90234375,38.57421875
1645352802.311,52.24609375,-731.93359375,24.90234375,33.69140625
1645352802.311,60.546875,-523.92578125,22.94921875,34.66796875
1645352802.311,67.87109375,211.42578125,26.85546875,41.015625
1645352802.368,40.0390625,-203.61328125,19.04296875,32.2265625
1645352802.368,44.43359375,-482.91015625,18.5546875,29.78515625
1645352802.368,55.6640625,130.859375,29.296875,40.0390625
1645352802.368,49.31640625,-135.25390625,20.99609375,41.9921875
1645352802.368,38.57421875,-47.36328125,36.1328125,33.203125
1645352802.368,46.38671875,310.546875,25.87890625,39.55078125
1645352802.368,29.78515625,-441.89453125,38.57421875,33.203125
1645352802.368,32.71484375,-771.484375,38.0859375,29.296875
1645352802.368,34.66796875,-700.1953125,31.25,28.3203125
1645352802.368,34.1796875,75.68359375,28.80859375,20.99609375
1645352802.368,28.80859375,249.51171875,30.2734375,17.578125
1645352802.368,18.5546875,-26.85546875,32.71484375,17.578125
1645352802.411,9.27734375,-329.1015625,34.1796875,8.30078125
1645352802.411,17.578125,-150.390625,27.83203125,8.7890625
1645352802.411,39.55078125,247.55859375,25.390625,20.5078125
1645352802.411,34.66796875,180.17578125,28.80859375,21.484375
1645352802.411,25.87890625,-23.92578125,35.15625,27.34375
1645352802.411,28.80859375,-640.625,30.2734375,31.73828125
1645352802.411,26.85546875,-620.60546875,36.62109375,31.25
1645352802.411,34.1796875,34.66796875,30.76171875,39.0625
1645352802.411,33.203125,130.37109375,38.57421875,43.45703125
1645352802.411,29.78515625,68.359375,40.0390625,45.8984375
1645352802.411,29.296875,-594.23828125,22.4609375,32.2265625
1645352802.411,27.83203125,-382.8125,31.73828125,38.0859375
1645352802.451,29.78515625,68.359375,24.90234375,25.390625
1645352802.451,28.80859375,288.57421875,26.85546875,20.99609375
1645352802.451,23.92578125,3.41796875,30.76171875,32.2265625
1645352802.451,26.3671875,-407.2265625,41.9921875,33.69140625
1645352802.451,33.203125,-415.0390625,46.38671875,27.83203125
1645352802.451,37.59765625,-43.9453125,40.52734375,32.71484375
1645352802.451,46.875,-90.8203125,38.57421875,42.48046875
1645352802.451,44.921875,-122.0703125,40.52734375,44.921875
1645352802.451,32.71484375,-295.8984375,34.1796875,33.203125
1645352802.451,46.875,-756.8359375,30.76171875,35.15625
1645352802.451,68.359375,-395.01953125,34.1796875,40.52734375
1645352802.451,64.453125,204.58984375,35.15625,25.87890625
1645352802.493,47.8515625,136.23046875,33.69140625,29.296875
1645352802.493,45.8984375,-196.77734375,27.83203125,25.87890625
1645352802.493,44.43359375,-111.328125,35.64453125,42.48046875
1645352802.493,48.828125,-568.359375,31.73828125,20.5078125
1645352802.493,43.9453125,354.00390625,36.62109375,41.50390625
1645352802.493,32.2265625,-61.5234375,40.0390625,43.9453125
1645352802.493,19.04296875,-369.62890625,37.109375,42.48046875
1645352802.493,29.296875,-672.8515625,34.1796875,23.4375
1645352802.493,43.45703125,-395.5078125,29.78515625,34.1796875
1645352802.493,37.59765625,323.2421875,26.3671875,36.1328125
1645352802.493,35.15625,273.92578125,30.2734375,32.2265625
1645352802.493,27.34375,-47.36328125,28.80859375,31.73828125
1645352802.568,19.53125,-398.92578125,25.390625,24.4140625
1645352802.568,51.7578125,-167.48046875,17.578125,40.0390625
1645352802.568,70.3125,300.29296875,22.4609375,61.5234375
1645352802.568,34.1796875,200.1953125,44.921875,51.26953125
1645352802.568,7.8125,-65.4296875,51.26953125,35.64453125
1645352802.568,10.7421875,-561.03515625,45.41015625,24.90234375
1645352802.568,52.24609375,52.24609375,38.57421875,44.43359375
1645352802.568,30.76171875,-664.0625,39.0625,27.34375
1645352802.568,50.78125,277.83203125,36.1328125,51.26953125
1645352802.568,47.8515625,49.31640625,36.1328125,61.03515625
1645352802.568,46.875,-271.97265625,32.2265625,52.734375
1645352802.568,52.24609375,-156.25,20.99609375,42.96875
1645352802.593,64.94140625,325.1953125,20.01953125,56.640625
1645352802.593,68.359375,345.703125,30.2734375,58.10546875
1645352802.593,58.59375,-59.08203125,30.2734375,58.59375
1645352802.593,44.43359375,-609.86328125,26.3671875,48.33984375
1645352802.593,36.1328125,-509.27734375,32.2265625,32.2265625
