Timestamp,TP9_b,TP9_t,TP9_a,TP9_d,AF7_b,AF7_t,AF7_a,AF7_d,AF8_b,AF8_t,AF8_a,AF8_d,TP10_b,TP10_t,TP10_a,TP10_d
1645352802.195,0.0055954670533537865,0.0049345470033586025,0.008213721215724945,0.02277350053191185,NaN,NaN,NaN,NaN,0.0003333683416713029,0.0006228071288205683,0.0013277166290208697,0.01078420877456665,0.002914695767685771,0.004987015388906002,0.004451985005289316,0.024089572951197624
1645352802.329,0.003561231540516019,0.0034209706354886293,0.009874419309198856,0.026018396019935608,NaN,NaN,NaN,NaN,0.0005190063966438174,0.0005260012112557888,0.0009802432032302022,0.012935776263475418,0.002124883932992816,0.0032848494593054056,0.00523860938847065,0.023375792428851128
1645352802.43,0.0067132385447621346,0.005196267273277044,0.006906685419380665,0.022135484963655472,NaN,NaN,NaN,NaN,0.00042964957538060844,0.0007564649567939341,0.001357605098746717,0.012816248461604118,0.0026224306784570217,0.004718372598290443,0.004708317574113607,0.02177404798567295
1645352802.586,0.004000306595116854,0.0033540665172040462,0.009278246201574802,0.024583879858255386,NaN,NaN,NaN,NaN,0.0007401785114780068,0.000550015945918858,0.0016370565863326192,0.013546950183808804,0.0023832139559090137,0.0032988230232149363,0.00491044158115983,0.022480741143226624
1645352802.713,0.004366945009678602,0.005320691969245672,0.006663075648248196,0.02114775776863098,NaN,NaN,NaN,NaN,0.0006756042712368071,0.0007622281555086374,0.0015349964378401637,0.014145431108772755,0.0014833832392469049,0.003368431469425559,0.0044060200452804565,0.02135644108057022
1645352802.824,0.003509481670334935,0.004430318716913462,0.010781382210552692,0.025155747309327126,NaN,NaN,NaN,NaN,0.000616524601355195,0.0004201041010674089,0.0017260739114135504,0.015075109899044037,0.002658926649019122,0.0036885980516672134,0.005001457408070564,0.021404873579740524
1645352802.942,0.004133028443902731,0.0055014765821397305,0.010858641937375069,0.020061805844306946,NaN,NaN,NaN,NaN,0.0008540616254322231,0.0007633065688423812,0.0015302576357498765,0.014826202765107155,0.0021714160684496164,0.003815946402028203,0.006543722469359636,0.01899193599820137
1645352803.096,0.005034840665757656,0.0041939737275242805,0.011400642804801464,0.023379260674118996,NaN,NaN,NaN,NaN,0.0007110360893420875,0.00046164472587406635,0.0019356360426172614,0.014483809471130371,0.0033358812797814608,0.0035599209368228912,0.00736957835033536,0.018043192103505135
1645352803.173,0.0054860650561749935,0.005177202634513378,0.010785753838717937,0.02085956372320652,6.2492547035217285,0.6112414002418518,0.7599754333496094,13.265961647033691,0.0005009757587686181,0.0007196797523647547,0.0014623922761529684,0.015359730459749699,0.0024746195413172245,0.004206167533993721,0.006947331130504608,0.01833593100309372
1645352803.31,0.004582736175507307,0.004095639102160931,0.01259084977209568,0.022946784272789955,NaN,NaN,NaN,NaN,0.0008411451708525419,0.0004558002401608974,0.0018790746107697487,0.013842306099832058,0.0037490485701709986,0.003420918947085738,0.0068609025329351425,0.018107132986187935
1645352803.445,0.005556137766689062,0.004508839920163155,0.010588799603283405,0.02310568280518055,NaN,NaN,NaN,NaN,0.001155644771642983,0.0008430915186181664,0.0014453036710619926,0.014159198850393295,0.001981682376936078,0.004984743893146515,0.008429589681327343,0.019769970327615738
1645352803.573,0.005491502583026886,0.005428086966276169,0.011456107720732689,0.020872926339507103,NaN,NaN,NaN,NaN,0.00067859364207834,0.00043529379763640463,0.0020061361137777567,0.015472723171114922,0.0031642564572393894,0.005332054104655981,0.007932196371257305,0.018200937658548355
1645352803.689,0.003942745737731457,0.004725721199065447,0.011909162625670433,0.022936707362532616,NaN,NaN,NaN,NaN,0.0013385429047048092,0.0007908433908596635,0.0016486740205436945,0.013638547621667385,0.0026152008213102818,0.004624217748641968,0.00855309423059225,0.01763174496591091
