Timestamp,ID,Event name,Data
1645352871995,102,video_state,
1645352874929,102,video_state,
1645352874931,102,video_state,video_seek
1645352876095,102,video_state,video_play
1645352876437,102,lost_focus,2
1645352876840,102,keyboard_pressed,d
1645352877297,102,keyboard_pressed,e
1645352881452,102,lost_focus,3
1645352886549,102,lost_focus,4
1645352891573,102,gained_focus,3
1645352892688,102,lost_focus,4
1645352897809,102,gained_focus,3
1645352898951,102,lost_focus,4
1645352903952,102,gained_focus,3
1645352905071,102,lost_focus,4
1645352910173,102,gained_focus,3
1645352911312,102,lost_focus,4
1645352916412,102,gained_focus,3
1645352917452,102,lost_focus,4
1645352922547,102,gained_focus,3
1645352923672,102,lost_focus,4
1645352928693,102,gained_focus,3
1645352929807,102,lost_focus,4
1645352934935,102,gained_focus,3
1645352936050,102,lost_focus,4
1645352941072,102,gained_focus,3
1645352942196,102,lost_focus,4
1645352947291,102,gained_focus,3
1645352948291,102,gained_focus,2
1645352949312,102,lost_focus,3
1645352954431,102,lost_focus,4
1645352959432,102,gained_focus,3
1645352960572,102,lost_focus,4
1645352965666,102,gained_focus,3
1645352966474,102,button_pressed,3
1645352966491,102,video_state,video_paused
1645352966790,102,lost_focus,4
1645352968847,102,maze_game,
1645352971811,102,gained_focus,3
1645352972933,102,lost_focus,4
1645352976853,102,video_state,video_play
1645352978049,102,gained_focus,3
1645352979056,102,lost_focus,4
1645352984187,102,gained_focus,3
1645352985340,102,lost_focus,4
1645352990433,102,gained_focus,3
1645352991553,102,lost_focus,4
1645352996649,102,gained_focus,3
1645352997682,102,lost_focus,4
1645353002789,102,gained_focus,3
1645353003911,102,lost_focus,4
1645353008929,102,gained_focus,3
1645353010050,102,lost_focus,4
1645353015171,102,gained_focus,3
1645353016291,102,lost_focus,4
1645353021313,102,gained_focus,3
1645353022447,102,lost_focus,4
1645353027529,102,gained_focus,3
1645353028534,102,lost_focus,4
1645353033665,102,gained_focus,3
1645353034665,102,lost_focus,4
1645353039764,102,gained_focus,3
1645353040813,102,lost_focus,4
1645353045910,102,gained_focus,3
1645353047027,102,lost_focus,4
1645353052046,102,gained_focus,3
1645353053182,102,gained_focus,2
1645353054309,102,lost_focus,3
1645353059430,102,lost_focus,4
1645353064509,102,gained_focus,3
1645353065547,102,lost_focus,4
1645353070669,102,gained_focus,3
1645353071787,102,lost_focus,4
1645353076794,102,gained_focus,3
1645353077929,102,lost_focus,4
1645353083023,102,gained_focus,3
1645353084148,102,lost_focus,4
1645353089167,102,gained_focus,3
1645353090291,102,lost_focus,4
1645353095408,102,gained_focus,3
1645353096529,102,lost_focus,4
1645353099684,102,video_state,
1645353099713,102,video_state,
1645353099714,102,video_state,
1645353101550,102,gained_focus,3
1645353102674,102,lost_focus,4
1645353107768,102,gained_focus,3
1645353108772,102,lost_focus,4
1645353113772,102,gained_focus,3
1645353114772,102,lost_focus,4
1645353119910,102,gained_focus,3
1645353120910,102,lost_focus,4
1645353125910,102,gained_focus,3
1645353126912,102,gained_focus,2
1645353128050,102,gained_focus,1
1645353129154,102,gained_focus,0
1645353130267,102,lost_focus,1
1645353133031,102,keyboard_pressed,f
1645353133031,102,user_submit,1
1645353135285,102,lost_focus,2
1645353140409,102,lost_focus,3
1645353141220,102,video_state,
1645353141220,102,video_state,video_seek
1645353145412,102,lost_focus,4
1645353150528,102,gained_focus,3
1645353151650,102,lost_focus,4
1645353154182,102,video_state,
1645353154182,102,video_state,
1645353156673,102,gained_focus,3
1645353157788,102,lost_focus,4
1645353162889,102,gained_focus,3
1645353163891,102,lost_focus,4
1645353169027,102,gained_focus,3
1645353170030,102,lost_focus,4
1645353175128,102,gained_focus,3
1645353176171,102,lost_focus,4
1645353181269,102,gained_focus,3
1645353182386,102,lost_focus,4
1645353187408,102,gained_focus,3
1645353188527,102,lost_focus,4
1645353193649,102,gained_focus,3
1645353194789,102,gained_focus,2
1645353195888,102,gained_focus,1
1645353197009,102,gained_focus,0
