Timestamp,TP9_b,TP9_t,TP9_a,TP9_d,AF7_b,AF7_t,AF7_a,AF7_d,AF8_b,AF8_t,AF8_a,AF8_d,TP10_b,TP10_t,TP10_a,TP10_d
1645351882.621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025704517029225826,0.0047856965102255344,0.004992289002984762,0.02077305316925049,NaN,NaN,NaN,NaN
1645351882.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004046495072543621,0.004791524726897478,0.0048446874134242535,0.021890228614211082,NaN,NaN,NaN,NaN
1645351882.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0032211162615567446,0.005378886125981808,0.0053506894037127495,0.020542610436677933,NaN,NaN,NaN,NaN
1645351883.005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037159165367484093,0.004762772470712662,0.004702060483396053,0.024463411420583725,NaN,NaN,NaN,NaN
1645351883.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022268632892519236,0.0048695518635213375,0.004125540144741535,0.02646113559603691,NaN,NaN,NaN,NaN
1645351883.245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00412773247808218,0.004730610642582178,0.004161847289651632,0.02591298148036003,NaN,NaN,NaN,NaN
1645351883.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024521301966160536,0.0048714433796703815,0.0045085749588906765,0.028871478512883186,NaN,NaN,NaN,NaN
1645351883.519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0032328309025615454,0.0045641157776117325,0.004561133217066526,0.030192917212843895,NaN,NaN,NaN,NaN
1645351883.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00331248645670712,0.005663059651851654,0.007437056861817837,0.033001482486724854,NaN,NaN,NaN,NaN
1645351883.763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004038811661303043,0.005295125301927328,0.006387031637132168,0.0354829877614975,NaN,NaN,NaN,NaN
1645351884.281,0.021406935527920723,0.006988790817558765,0.0077703166753053665,0.02587105706334114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1377345770597458,0.010648109950125217,0.008476913906633854,0.08663956075906754
1645351884.361,0.01714371331036091,0.004153568763285875,0.008139575831592083,0.025410236790776253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1281820833683014,0.01064407266676426,0.008596139028668404,0.09191999584436417
1645351884.501,0.014485386200249195,0.005197040271013975,0.007982218638062477,0.024837052449584007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13246886432170868,0.007667974568903446,0.009565268643200397,0.07991309463977814
1645351884.642,0.012462304905056953,0.003991767298430204,0.008193579502403736,0.025993341580033302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11500051617622375,0.009004711173474789,0.010493878275156021,0.09007743746042252
1645351884.744,0.01712159439921379,0.004863055422902107,0.008244799450039864,0.024205513298511505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13357195258140564,0.012204950675368309,0.012150473892688751,0.08626432716846466
1645351887.121,0.00968958530575037,0.014024263247847557,0.01913808286190033,0.03408924117684364,NaN,NaN,NaN,NaN,0.0345279686152935,0.010870765894651413,0.010301275178790092,0.032200951129198074,0.0865563377737999,0.020889488980174065,0.026149502024054527,0.07916740328073502
1645351887.264,0.009292460046708584,0.016240406781435013,0.017923347651958466,0.025909535586833954,NaN,NaN,NaN,NaN,0.014879441820085049,0.009430641308426857,0.009333276189863682,0.027616048231720924,0.08356272429227829,0.028413327410817146,0.024998348206281662,0.09131120145320892
1645351887.363,0.009060889482498169,0.012915202416479588,0.019490595906972885,0.028444107621908188,NaN,NaN,NaN,NaN,0.008697086945176125,0.0077529847621917725,0.009315061382949352,0.02326693758368492,0.08235008269548416,0.021727383136749268,0.028412047773599625,0.07324612140655518
1645351887.501,0.00875075627118349,0.015498887747526169,0.017147831618785858,0.02434438094496727,NaN,NaN,NaN,NaN,0.006930755451321602,0.008315023966133595,0.010110318660736084,0.025970295071601868,0.06939996778964996,0.025420106947422028,0.022789886221289635,0.07963238656520844
1645351887.641,0.010718416422605515,0.017241494730114937,0.02442198619246483,0.03192310780286789,NaN,NaN,NaN,NaN,0.0072813150472939014,0.014935930259525776,0.013019228354096413,0.024117933586239815,0.06958462297916412,0.02004450559616089,0.03000953234732151,0.05710451677441597
1645351887.741,0.012516395188868046,0.021870659664273262,0.02169422246515751,0.03614369034767151,NaN,NaN,NaN,NaN,0.008980979211628437,0.014141489751636982,0.01348867267370224,0.024776533246040344,0.06402331590652466,0.02393757365643978,0.02458701841533184,0.07469555735588074
1645351887.88,0.009326877072453499,0.010756845586001873,0.013963747769594193,0.0235611479729414,NaN,NaN,NaN,NaN,0.009407350793480873,0.015265910886228085,0.010265436954796314,0.0244222953915596,0.05714532732963562,0.008801711723208427,0.01334415189921856,0.04156344383955002
1645351888.019,0.010489481501281261,0.01559122558683157,0.015973860397934914,0.028721731156110764,NaN,NaN,NaN,NaN,0.009912577457726002,0.01562756672501564,0.015526368282735348,0.024162212386727333,0.047554485499858856,0.018275203183293343,0.019613880664110184,0.05844876542687416
1645351888.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009433941915631294,0.017089564353227615,0.011251219548285007,0.02355167083442211,NaN,NaN,NaN,NaN
1645351888.262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009342935867607594,0.015613513998687267,0.015275929123163223,0.02328719198703766,NaN,NaN,NaN,NaN
1645351888.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01021821703761816,0.01843082904815674,0.013077336363494396,0.02543988823890686,NaN,NaN,NaN,NaN
1645351888.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007952128536999226,0.014698607847094536,0.014695679768919945,0.02083447016775608,NaN,NaN,NaN,NaN
1645351891.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00818332564085722,0.008530951105058193,0.010417671874165535,0.022150864824652672,NaN,NaN,NaN,NaN
1645351891.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005173773039132357,0.007428978569805622,0.00968572311103344,0.021601947024464607,NaN,NaN,NaN,NaN
1645351891.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0057550170458853245,0.008035954087972641,0.00927666388452053,0.021645335480570793,NaN,NaN,NaN,NaN
1645351891.484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003291301429271698,0.007327193859964609,0.009130352176725864,0.02094845101237297,NaN,NaN,NaN,NaN
1645351891.622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004778572823852301,0.008012368343770504,0.008169819600880146,0.02207186259329319,NaN,NaN,NaN,NaN
1645351891.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009426158852875233,0.013821592554450035,0.011085527017712593,0.02293143793940544,NaN,NaN,NaN,NaN
1645351891.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010211552493274212,0.012577717192471027,0.00985124334692955,0.021303381770849228,NaN,NaN,NaN,NaN
1645351892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009381064213812351,0.012395915575325489,0.009776157326996326,0.024657508358359337,NaN,NaN,NaN,NaN
1645351892.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009262893348932266,0.012614239938557148,0.011081263422966003,0.02263486385345459,NaN,NaN,NaN,NaN
1645351892.243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0077686430886387825,0.012665492482483387,0.009850285947322845,0.025570208206772804,NaN,NaN,NaN,NaN
1645351892.384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006896182429045439,0.012483302503824234,0.009241105057299137,0.020740218460559845,NaN,NaN,NaN,NaN
1645351892.521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009512634016573429,0.0125149916857481,0.008291549049317837,0.024545419961214066,NaN,NaN,NaN,NaN
1645351892.641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010259862057864666,0.015191967599093914,0.008051994256675243,0.019589265808463097,NaN,NaN,NaN,NaN
1645351892.767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010815207846462727,0.011108944192528725,0.006394906435161829,0.02359733358025551,NaN,NaN,NaN,NaN
1645351892.901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00784516241401434,0.011855780147016048,0.007269856054335833,0.018258608877658844,NaN,NaN,NaN,NaN
1645351893.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.013189203105866909,0.010517921298742294,0.006232768762856722,0.022626006975769997,NaN,NaN,NaN,NaN
1645351893.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009229013696312904,0.012188603170216084,0.007064555771648884,0.01477291714400053,NaN,NaN,NaN,NaN
1645351893.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0094305370002985,0.012805000878870487,0.007887348532676697,0.01999913714826107,NaN,NaN,NaN,NaN
1645351893.363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009126300923526287,0.013567207381129265,0.007911399938166142,0.01182781346142292,NaN,NaN,NaN,NaN
