Timestamp,ID,Event name,Data
1645351882591,-103,video_state,
1645351882785,-103,lost_focus,2
1645351885153,-103,video_state,
1645351885156,-103,video_state,video_seek
1645351886260,-103,video_state,video_play
1645351887883,-103,gained_focus,1
1645351889006,-103,gained_focus,0
1645351895148,-103,lost_focus,1
1645351900287,-103,gained_focus,0
1645351911504,-103,lost_focus,1
1645351916523,-103,lost_focus,2
1645351921623,-103,gained_focus,1
1645351922763,-103,gained_focus,0
1645351923880,-103,lost_focus,1
1645351928903,-103,lost_focus,2
1645351934008,-103,gained_focus,1
1645351935122,-103,gained_focus,0
1645351946386,-103,lost_focus,1
1645351951392,-103,gained_focus,0
1645351962661,-103,lost_focus,1
1645351967745,-103,gained_focus,0
1645351973884,-103,lost_focus,1
1645351978886,-103,gained_focus,0
1645351985023,-103,lost_focus,1
1645351990105,-103,lost_focus,2
1645351995125,-103,lost_focus,3
1645352000142,-103,gained_focus,2
1645352001261,-103,lost_focus,3
1645352006362,-103,lost_focus,4
1645352011381,-103,gained_focus,3
1645352012503,-103,lost_focus,4
1645352017624,-103,gained_focus,3
1645352018746,-103,gained_focus,2
1645352019866,-103,gained_focus,1
1645352020981,-103,gained_focus,0
1645352021984,-103,lost_focus,1
1645352027121,-103,lost_focus,2
1645352032248,-103,gained_focus,1
1645352033385,-103,lost_focus,2
1645352038484,-103,lost_focus,3
1645352043484,-103,lost_focus,4
1645352048508,-103,gained_focus,3
1645352049620,-103,lost_focus,4
1645352054745,-103,gained_focus,3
1645352055862,-103,gained_focus,2
1645352056985,-103,lost_focus,3
1645352062005,-103,lost_focus,4
1645352067107,-103,gained_focus,3
1645352068251,-103,lost_focus,4
1645352073346,-103,gained_focus,3
1645352074383,-103,lost_focus,4
1645352079482,-103,gained_focus,3
1645352080483,-103,lost_focus,4
1645352085623,-103,gained_focus,3
1645352086744,-103,lost_focus,4
1645352091884,-103,gained_focus,3
1645352092982,-103,lost_focus,4
1645352098002,-103,gained_focus,3
1645352099124,-103,lost_focus,4
1645352099519,-103,video_state,
1645352099566,-103,video_state,
1645352099572,-103,video_state,
1645352104243,-103,gained_focus,3
1645352105364,-103,lost_focus,4
1645352110468,-103,gained_focus,3
1645352111505,-103,lost_focus,4
1645352116604,-103,gained_focus,3
1645352117743,-103,gained_focus,2
1645352118863,-103,gained_focus,1
1645352119987,-103,lost_focus,2
1645352125007,-103,gained_focus,1
1645352126124,-103,gained_focus,0
1645352132364,-103,lost_focus,1
1645352137468,-103,lost_focus,2
1645352142489,-103,lost_focus,3
1645352147504,-103,lost_focus,4
1645352152602,-103,gained_focus,3
1645352153720,-103,gained_focus,2
1645352154841,-103,gained_focus,1
1645352155843,-103,lost_focus,2
1645352160849,-103,lost_focus,3
1645352165860,-103,lost_focus,4
1645352170986,-103,gained_focus,3
1645352172103,-103,lost_focus,4
1645352177121,-103,gained_focus,3
1645352178239,-103,lost_focus,4
1645352183342,-103,gained_focus,3
1645352184372,-103,lost_focus,4
1645352189481,-103,gained_focus,3
1645352190618,-103,lost_focus,4
1645352195719,-103,gained_focus,3
1645352196845,-103,lost_focus,4
1645352201867,-103,gained_focus,3
1645352202982,-103,gained_focus,2
1645352204101,-103,lost_focus,3
1645352209237,-103,gained_focus,2
1645352210343,-103,gained_focus,1
1645352211463,-103,lost_focus,2
1645352216479,-103,lost_focus,3
1645352221485,-103,lost_focus,4
1645352226620,-103,gained_focus,3
1645352227758,-103,lost_focus,4
1645352232841,-103,gained_focus,3
1645352233981,-103,lost_focus,4
1645352238984,-103,gained_focus,3
1645352240108,-103,lost_focus,4
1645352245223,-103,gained_focus,3
1645352246341,-103,gained_focus,2
1645352247466,-103,lost_focus,3
1645352252482,-103,lost_focus,4
1645352257582,-103,gained_focus,3
1645352258584,-103,gained_focus,2
1645352259600,-103,gained_focus,1
1645352260723,-103,gained_focus,0
1645352266966,-103,lost_focus,1
1645352271981,-103,gained_focus,0
1645352278201,-103,lost_focus,1
1645352283222,-103,lost_focus,2
1645352288225,-103,lost_focus,3
1645352293341,-103,lost_focus,4
1645352298463,-103,gained_focus,3
1645352299588,-103,lost_focus,4
1645352304605,-103,gained_focus,3
1645352305722,-103,lost_focus,4
1645352310846,-103,gained_focus,3
1645352311968,-103,gained_focus,2
1645352313086,-103,gained_focus,1
1645352314202,-103,lost_focus,2
1645352319220,-103,lost_focus,3
1645352324342,-103,lost_focus,4
1645352329443,-103,gained_focus,3
1645352330482,-103,gained_focus,2
1645352331604,-103,lost_focus,3
1645352336720,-103,gained_focus,2
1645352337824,-103,lost_focus,3
1645352342842,-103,lost_focus,4
1645352347843,-103,gained_focus,3
1645352348843,-103,lost_focus,4
1645352353960,-103,gained_focus,3
1645352355084,-103,lost_focus,4
1645352360102,-103,gained_focus,3
1645352361106,-103,lost_focus,4
1645352366183,-103,gained_focus,3
1645352367225,-103,lost_focus,4
1645352372319,-103,gained_focus,3
1645352373443,-103,lost_focus,4
1645352378463,-103,gained_focus,3
1645352379601,-103,gained_focus,2
1645352380720,-103,gained_focus,1
1645352381841,-103,lost_focus,2
1645352386938,-103,gained_focus,1
1645352387942,-103,gained_focus,0
1645352393520,-103,user_submit,1
1645352393747,-103,video_state,
1645352393747,-103,video_state,
1645352399182,-103,lost_focus,1
1645352403139,-103,video_state,
1645352403142,-103,video_state,video_seek
1645352404175,-103,video_state,video_play
1645352404236,-103,gained_focus,0
1645352410342,-103,lost_focus,1
1645352415440,-103,gained_focus,0
1645352416584,-103,lost_focus,1
1645352421585,-103,lost_focus,2
1645352426702,-103,lost_focus,3
1645352428915,-103,button_pressed,3
1645352428927,-103,video_state,video_paused
1645352431802,-103,lost_focus,4
1645352433052,-103,go_back,24.782289
1645352433072,-103,video_state,video_seek
1645352433130,-103,video_state,video_play
1645352436821,-103,gained_focus,3
1645352437937,-103,lost_focus,4
1645352442967,-103,gained_focus,3
1645352444083,-103,lost_focus,4
1645352449200,-103,gained_focus,3
1645352450320,-103,lost_focus,4
1645352455342,-103,gained_focus,3
1645352456342,-103,lost_focus,4
1645352461440,-103,gained_focus,3
1645352462462,-103,lost_focus,4
1645352466607,-103,button_pressed,4
1645352466618,-103,video_state,video_paused
1645352467555,-103,gained_focus,3
1645352468558,-103,lost_focus,4
1645352471388,-103,breath_circle,
1645352473561,-103,gained_focus,3
1645352474685,-103,lost_focus,4
1645352479700,-103,gained_focus,3
1645352480822,-103,gained_focus,2
1645352481960,-103,lost_focus,3
1645352487068,-103,lost_focus,4
1645352491398,-103,video_state,video_play
1645352492085,-103,gained_focus,3
1645352493195,-103,lost_focus,4
1645352498303,-103,gained_focus,3
1645352499309,-103,lost_focus,4
1645352504319,-103,gained_focus,3
1645352505443,-103,lost_focus,4
1645352510540,-103,gained_focus,3
1645352511576,-103,lost_focus,4
1645352516681,-103,gained_focus,3
1645352517801,-103,lost_focus,4
1645352522824,-103,gained_focus,3
1645352523938,-103,lost_focus,4
1645352526318,-103,button_pressed,4
1645352526331,-103,video_state,video_paused
1645352528845,-103,breath_circle,
1645352529062,-103,gained_focus,3
1645352530185,-103,lost_focus,4
1645352535202,-103,gained_focus,3
1645352536319,-103,lost_focus,4
1645352541420,-103,gained_focus,3
1645352542425,-103,lost_focus,4
1645352547446,-103,gained_focus,3
1645352548563,-103,lost_focus,4
1645352548851,-103,video_state,video_play
1645352553563,-103,gained_focus,3
1645352554701,-103,lost_focus,4
1645352559802,-103,gained_focus,3
1645352560802,-103,lost_focus,4
1645352565803,-103,gained_focus,3
1645352566923,-103,lost_focus,4
1645352571940,-103,gained_focus,3
1645352573062,-103,lost_focus,4
1645352578182,-103,gained_focus,3
1645352579298,-103,gained_focus,2
1645352580420,-103,gained_focus,1
1645352581421,-103,lost_focus,2
1645352586422,-103,lost_focus,3
1645352591439,-103,lost_focus,4
1645352596561,-103,gained_focus,3
1645352597681,-103,lost_focus,4
1645352602779,-103,gained_focus,3
1645352603820,-103,lost_focus,4
1645352608920,-103,gained_focus,3
1645352610037,-103,lost_focus,4
1645352615058,-103,gained_focus,3
1645352616180,-103,lost_focus,4
1645352621180,-103,gained_focus,3
1645352622182,-103,lost_focus,4
1645352627303,-103,gained_focus,3
1645352628417,-103,lost_focus,4
1645352633446,-103,gained_focus,3
1645352634560,-103,lost_focus,4
1645352639677,-103,gained_focus,3
1645352640802,-103,lost_focus,4
1645352645843,-103,gained_focus,3
1645352646939,-103,lost_focus,4
1645352652045,-103,gained_focus,3
1645352653160,-103,lost_focus,4
1645352658181,-103,gained_focus,3
1645352659302,-103,lost_focus,4
1645352664422,-103,gained_focus,3
1645352665540,-103,lost_focus,4
1645352670561,-103,gained_focus,3
1645352671680,-103,gained_focus,2
1645352672804,-103,lost_focus,3
1645352677926,-103,lost_focus,4
1645352682942,-103,gained_focus,3
1645352684063,-103,lost_focus,4
1645352689161,-103,gained_focus,3
1645352690283,-103,lost_focus,4
1645352695300,-103,gained_focus,3
1645352696420,-103,lost_focus,4
1645352701541,-103,gained_focus,3
1645352702668,-103,lost_focus,4
1645352707681,-103,gained_focus,3
1645352708802,-103,lost_focus,4
1645352713943,-103,gained_focus,3
1645352715039,-103,lost_focus,4
1645352720057,-103,gained_focus,3
1645352721181,-103,lost_focus,4
1645352726280,-103,gained_focus,3
1645352727421,-103,lost_focus,4
1645352732424,-103,gained_focus,3
1645352733558,-103,lost_focus,4
1645352738660,-103,gained_focus,3
1645352739779,-103,gained_focus,2
1645352740900,-103,gained_focus,1
1645352741902,-103,gained_focus,0
1645352742946,-103,lost_focus,1
1645352748037,-103,lost_focus,2
1645352753040,-103,lost_focus,3
1645352758159,-103,lost_focus,4
1645352759575,-103,video_state,
1645352759617,-103,video_state,
1645352759617,-103,video_state,
1645352763184,-103,gained_focus,3
1645352764299,-103,lost_focus,4
1645352769398,-103,gained_focus,3
1645352770541,-103,lost_focus,4
1645352775542,-103,gained_focus,3
1645352776681,-103,lost_focus,4
1645352781781,-103,gained_focus,3
1645352782895,-103,lost_focus,4
1645352787919,-103,gained_focus,3
1645352789043,-103,lost_focus,4
1645352794161,-103,gained_focus,3
1645352795284,-103,lost_focus,4
1645352800296,-103,gained_focus,3
1645352801421,-103,lost_focus,4
1645352806520,-103,gained_focus,3
1645352807662,-103,lost_focus,4
1645352812763,-103,gained_focus,3
1645352813796,-103,lost_focus,4
1645352818902,-103,gained_focus,3
1645352820021,-103,lost_focus,4
1645352825035,-103,gained_focus,3
1645352826160,-103,lost_focus,4
1645352831276,-103,gained_focus,3
1645352832399,-103,lost_focus,4
1645352837422,-103,gained_focus,3
1645352838535,-103,lost_focus,4
1645352843640,-103,gained_focus,3
1645352844645,-103,lost_focus,4
1645352849645,-103,gained_focus,3
1645352850782,-103,lost_focus,4
1645352855790,-103,gained_focus,3
1645352856918,-103,lost_focus,4
1645352862022,-103,gained_focus,3
1645352863135,-103,gained_focus,2
1645352864300,-103,lost_focus,3
1645352869376,-103,lost_focus,4
1645352874414,-103,gained_focus,3
1645352875521,-103,gained_focus,2
1645352876637,-103,lost_focus,3
1645352881666,-103,lost_focus,4
1645352886758,-103,gained_focus,3
1645352887766,-103,gained_focus,2
1645352888782,-103,gained_focus,1
1645352889903,-103,gained_focus,0
1645352901020,-103,lost_focus,1
1645352906038,-103,gained_focus,0
1645352907163,-103,lost_focus,1
1645352912259,-103,lost_focus,2
1645352917278,-103,lost_focus,3
1645352922382,-103,lost_focus,4
1645352927400,-103,gained_focus,3
1645352928520,-103,gained_focus,2
